,hsa-let-7b*,hsa-let-7f-2*,hsa-miR-10b*,hsa-miR-1238,hsa-miR-1245,hsa-miR-1246,hsa-miR-1258,hsa-miR-126*,hsa-miR-1262,hsa-miR-1279,hsa-miR-1282,hsa-miR-1283,hsa-miR-1290,hsa-miR-1291,hsa-miR-1299,hsa-miR-130b*,hsa-miR-132*,hsa-miR-133a,hsa-miR-133b,hsa-miR-135b,hsa-miR-136*,hsa-miR-142-3p,hsa-miR-1468,hsa-miR-154,hsa-miR-155*,hsa-miR-1825,hsa-miR-190b,hsa-miR-196a,hsa-miR-199b-5p,hsa-miR-200a,hsa-miR-204,hsa-miR-21*,hsa-miR-23a*,hsa-miR-26a-2*,hsa-miR-26b*,hsa-miR-298,hsa-miR-29b-1*,hsa-miR-29c*,hsa-miR-302a,hsa-miR-302b,hsa-miR-302d,hsa-miR-31,hsa-miR-31*,hsa-miR-330-5p,hsa-miR-335*,hsa-miR-340*,hsa-miR-34a,hsa-miR-373,hsa-miR-375,hsa-miR-376a*,hsa-miR-382,hsa-miR-450a,hsa-miR-450b-5p,hsa-miR-454*,hsa-miR-455-3p,hsa-miR-455-5p,hsa-miR-483-3p,hsa-miR-488,hsa-miR-488*,hsa-miR-489,hsa-miR-491-3p,hsa-miR-508-3p,hsa-miR-509-3p,hsa-miR-515-3p,hsa-miR-515-5p,hsa-miR-518a-5p,hsa-miR-518d-3p,hsa-miR-518d-5p,hsa-miR-519b-5p,hsa-miR-520c-3p,hsa-miR-520d-3p,hsa-miR-520d-5p,hsa-miR-520f,hsa-miR-522,hsa-miR-545*,hsa-miR-556-3p,hsa-miR-556-5p,hsa-miR-564,hsa-miR-566,hsa-miR-568,hsa-miR-576-5p,hsa-miR-578,hsa-miR-581,hsa-miR-589,hsa-miR-598,hsa-miR-601,hsa-miR-609,hsa-miR-613,hsa-miR-615-3p,hsa-miR-629,hsa-miR-644,hsa-miR-646,hsa-miR-876-3p,hsa-miR-889,hsa-miR-892b,hsa-miR-9,hsa-miR-933,hsa-miR-942,hsa-miR-96*,hsa-miR-98,
GSM1512659,7.474022879,1,55.60653003,7.474022879,1,7.474022879,1,7.474022879,1,1,1,34.46258341,1,74.11081983,34.46258341,1,1,7.474022879,20.40252622,1,7.474022879,83.35009533,1,20.40252622,46.30958055,93.43636797,7.474022879,1,20.40252622,83.35009533,1,93.43636797,7.474022879,1,1,160.6258341,1,34.46258341,1,20.40252622,1,83.35009533,110.3941849,7.474022879,20.40252622,20.40252622,34.46258341,7.474022879,55.60653003,1,20.40252622,7.474022879,20.40252622,1,143.5879409,1,55.60653003,1,34.46258341,110.3941849,55.60653003,1,1,7.474022879,134.6663489,245.2774071,93.43636797,134.6663489,134.6663489,46.30958055,1,34.46258341,1,34.46258341,1,46.30958055,102.5505243,176.0235939,55.60653003,93.43636797,1,20.40252622,1,74.11081983,55.60653003,7.474022879,1,34.46258341,55.60653003,74.11081983,74.11081983,262.850572,7.474022879,1,46.30958055,1,184.8057674,1,93.43636797,7.474022879,1
GSM1512660,51.7628694,37.37964728,102.7318875,1,23.76453765,1,1,64.13107722,11.26096282,64.13107722,1,76.55600572,1,51.7628694,51.7628694,1,11.26096282,129.6189228,23.76453765,1,64.13107722,90.34771211,1,23.76453765,37.37964728,1,1,11.26096282,37.37964728,23.76453765,11.26096282,60.60224023,1,1,37.37964728,222.6827931,23.76453765,1,51.7628694,51.7628694,1,102.7318875,90.34771211,37.37964728,37.37964728,23.76453765,23.76453765,1,51.7628694,76.55600572,23.76453765,1,51.7628694,51.7628694,222.6827931,23.76453765,90.34771211,23.76453765,51.7628694,197.2828885,76.55600572,1,37.37964728,1,143.256673,385.7962345,76.55600572,158.7001907,179.8105338,64.13107722,23.76453765,37.37964728,1,76.55600572,1,11.26096282,76.55600572,158.7001907,64.13107722,64.13107722,11.26096282,1,1,37.37964728,51.7628694,1,7.197569113,1,143.256673,129.6189228,102.7318875,129.6189228,23.76453765,1,1,1,222.6827931,1,129.6189228,1,1
GSM1512661,80.40061964,68.35057197,54.31720686,4.269065777,16.20424214,1,1,16.20424214,29.14227836,29.14227836,1,122.4606768,1,80.40061964,11.8948999,1,16.20424214,41.42445186,1,29.14227836,41.42445186,41.42445186,1,4.269065777,68.35057197,54.31720686,1,16.20424214,29.14227836,29.14227836,1,54.31720686,1,1,11.8948999,203.1317922,4.269065777,16.20424214,1,29.14227836,1,80.40061964,112.5664919,1,4.269065777,16.20424214,16.20424214,4.269065777,29.14227836,1,54.31720686,41.42445186,90.34771211,1,159.1684938,4.269065777,4.269065777,4.269065777,41.42445186,203.1317922,101.4525739,29.14227836,4.269065777,4.269065777,122.4606768,320.6704004,54.31720686,241.0765014,132.6444233,4.269065777,1,4.269065777,20.11653956,29.14227836,1,29.14227836,68.35057197,173.5064347,29.14227836,101.4525739,1,4.269065777,1,54.31720686,29.14227836,1,1,29.14227836,90.34771211,203.1317922,4.269065777,203.1317922,4.269065777,1,4.269065777,4.269065777,203.1317922,1,54.31720686,1,1
GSM1512662,24.56744519,12.93255481,76.93732126,2.907769304,34.46258341,1,1,1,1,1,1,58.6008103,1,131.7893232,76.93732126,2.907769304,1,58.6008103,2.907769304,1,2.907769304,1,1,1,42.39966635,12.93255481,1,1,2.907769304,106.4506673,1,145.4337464,1,1,2.907769304,461.4444709,1,1,1,2.907769304,1,224.9911821,116.3601049,1,1,2.907769304,2.907769304,12.93255481,1,12.93255481,1,1,67.24475691,1,174.6437083,1,1,1,76.93732126,161.0760248,116.3601049,2.907769304,1,2.907769304,161.0760248,605.486654,116.3601049,256.213775,239.8167302,2.907769304,1,58.6008103,1,1,2.907769304,1,174.6437083,436.5612488,96.15157293,96.15157293,1,1,1,76.93732126,24.56744519,34.46258341,12.93255481,2.907769304,58.6008103,12.93255481,24.56744519,631.9945186,1,58.6008103,2.907769304,1,999.2878932,1,116.3601049,1,1
GSM1512663,32.56744519,1,32.56744519,45.08984747,19.24666349,5.790514776,5.790514776,5.790514776,32.56744519,32.56744519,32.56744519,80.9463775,1,80.9463775,105.8048141,5.790514776,1,116.3601049,1,1,45.08984747,32.56744519,1,1,32.56744519,32.56744519,1,1,1,45.08984747,1,105.8048141,1,1,1,164.0164442,1,5.790514776,1,5.790514776,1,105.8048141,116.3601049,45.08984747,5.790514776,19.24666349,56.58269781,1,19.24666349,1,5.790514776,32.56744519,56.58269781,5.790514776,140.7457102,1,5.790514776,1,56.58269781,129.6189228,68.45376549,1,32.56744519,5.790514776,198.0960439,164.0164442,94.15276454,164.0164442,122.4606768,5.790514776,1,32.56744519,1,1,1,1,105.8048141,153.3048141,80.9463775,32.56744519,5.790514776,1,45.08984747,56.58269781,32.56744519,5.790514776,1,1,80.9463775,164.0164442,56.58269781,185.5381316,5.790514776,1,56.58269781,1,246.7361773,5.790514776,105.8048141,1,1
GSM1512664,25.46067684,45.90967588,91.36201144,13.7028122,45.90967588,1.838179218,1,25.46067684,1.838179218,1,1,108.0011916,1,79.10795996,25.46067684,1,25.46067684,67.99213537,25.46067684,1,45.90967588,13.7028122,1.838179218,1,45.90967588,25.46067684,1,1,45.90967588,57.12607245,1,137.1608675,1,1,1,273.3520019,1,25.46067684,1,35.47688275,1,122.7054337,273.3520019,1,25.46067684,1,25.46067684,1.838179218,45.90967588,1,1,13.7028122,57.12607245,25.46067684,218.0822212,45.90967588,1,1.838179218,137.1608675,177.7790753,150.8343661,1,1,25.46067684,303.8851287,854.1147521,79.10795996,218.0822212,218.0822212,35.47688275,1,13.7028122,1,25.46067684,1.838179218,1,108.0011916,218.0822212,122.7054337,91.36201144,1,13.7028122,1.838179218,67.99213537,35.47688275,13.7028122,1.838179218,35.47688275,45.90967588,13.7028122,25.46067684,654.1284557,13.7028122,35.47688275,35.47688275,1,303.8851287,13.7028122,150.8343661,1,1
GSM1512665,1,56.25881792,47.21758818,23.20567207,23.20567207,7.474022879,23.20567207,36.04980934,11.61320305,1,1,94.48236416,1,85.36820782,85.36820782,1,1,47.21758818,47.21758818,1,36.04980934,1,1,30.92945663,56.25881792,23.20567207,7.474022879,1,1,76.93732126,1,126.8753575,1,1,1,205.0741182,1,36.04980934,1,23.20567207,1,126.8753575,140.0402765,1,36.04980934,1,23.20567207,23.20567207,1,1,1,23.20567207,76.93732126,11.61320305,205.0741182,1,1,1,85.36820782,140.0402765,104.2480934,23.20567207,1,23.20567207,182.9132507,223.6699237,47.21758818,166.936368,158.2318875,1,1,76.93732126,1,1,23.20567207,1,126.8753575,172.9101525,94.48236416,66.14037178,1,1,11.61320305,66.14037178,56.25881792,1,1,11.61320305,47.21758818,85.36820782,1,243.8186368,1,36.04980934,66.14037178,1,373.3941849,30.92945663,85.36820782,1,1
GSM1512666,47.40443279,1,70.50166826,47.40443279,1,1,33.1813632,33.1813632,47.40443279,6.007864633,1,58.6008103,1,70.50166826,105.0531459,81.92588179,1,58.6008103,33.1813632,6.007864633,1,218.0822212,33.1813632,81.92588179,33.1813632,126.8753575,18.08508103,1,105.0531459,6.007864633,1,105.0531459,58.6008103,1,33.1813632,162.0412297,33.1813632,47.40443279,1,33.1813632,1,152.4587703,105.0531459,6.007864633,6.007864633,18.08508103,1,1,33.1813632,1,18.08508103,6.007864633,58.6008103,1,116.3601049,1,70.50166826,33.1813632,47.40443279,126.8753575,58.6008103,6.007864633,33.1813632,6.007864633,135.5869876,218.0822212,70.50166826,142.8829838,162.0412297,33.1813632,1,58.6008103,33.1813632,47.40443279,6.007864633,1,58.6008103,162.0412297,58.6008103,1,6.007864633,6.007864633,1,81.92588179,58.6008103,6.007864633,1,1,6.007864633,81.92588179,126.8753575,194.2168732,6.007864633,1,81.92588179,1,142.8829838,47.40443279,81.92588179,6.007864633,1
GSM1512667,76.41491897,156.0831745,35.8315062,91.36201144,62.685653,56.12559581,26.22950429,26.22950429,1,35.8315062,229.7044805,1,35.8315062,86.15085796,30.07125834,1,1,49.8400858,15.88870353,15.88870353,6.656101049,76.41491897,35.8315062,45.47497617,6.656101049,56.12559581,118.0612488,156.0831745,101.664204,1,1,1,26.22950429,86.15085796,1,26.22950429,1,76.41491897,35.8315062,86.15085796,56.12559581,101.664204,35.8315062,26.22950429,56.12559581,15.88870353,1,1,26.22950429,1,15.88870353,6.656101049,15.88870353,76.41491897,35.8315062,178.4196854,101.664204,197.2828885,45.47497617,65.94399428,35.8315062,15.88870353,1,76.41491897,56.12559581,86.15085796,76.41491897,45.47497617,65.94399428,6.656101049,322.9220686,6.656101049,26.22950429,101.664204,1,101.664204,35.8315062,1,86.15085796,56.12559581,6.656101049,129.9699714,241.0765014,26.22950429,140.7457102,76.41491897,1,56.12559581,6.656101049,322.9220686,101.664204,197.2828885,45.47497617,6.656101049,35.8315062,45.47497617,178.4196854,101.664204,91.36201144,45.47497617,3
GSM1512668,97.06124881,12.65228789,24.35009533,122.7054337,2.412059104,1,97.06124881,24.35009533,1,2.412059104,200.750715,1,2.412059104,97.06124881,97.06124881,1,24.35009533,24.35009533,12.65228789,39.72259295,24.35009533,46.22020972,2.412059104,46.22020972,1,110.7690658,187.6618208,122.7054337,129.6189228,58.08555767,1,24.35009533,1,1,35.71711153,69.80338418,1,2.412059104,46.22020972,76.81720686,24.35009533,24.35009533,1,1,69.80338418,58.08555767,1,35.71711153,69.80338418,1,46.22020972,110.7690658,58.08555767,24.35009533,2.412059104,187.6618208,58.08555767,35.71711153,129.6189228,69.80338418,63.73617731,39.72259295,149.9225453,58.08555767,52.76382269,24.35009533,46.22020972,46.22020972,1,2.412059104,355.6422784,69.80338418,1,82.3529552,1,35.71711153,35.71711153,2.412059104,58.08555767,1,1,135.8808389,177.7790753,58.08555767,105.0531459,122.7054337,12.65228789,46.22020972,69.80338418,264.5064347,82.3529552,52.76382269,69.80338418,39.72259295,69.80338418,31.5793613,122.7054337,135.8808389,97.06124881,149.9225453,3
GSM1512696,54.42445186,75.35748332,31.5793613,64.59056244,6.351048618,1,1,1,1,38.57316492,88.73999047,75.35748332,38.57316492,103.5402765,75.35748332,1,1,6.351048618,1,6.351048618,23.76453765,1,1,18.86582459,23.76453765,1,117.764061,15.18303146,133.7990944,75.35748332,31.5793613,38.57316492,1,15.18303146,6.351048618,165.0383699,1,1,133.7990944,117.764061,1,1,117.764061,6.351048618,64.59056244,1,1,88.73999047,54.42445186,15.18303146,64.59056244,6.351048618,64.59056244,15.18303146,15.18303146,103.5402765,45.5664919,45.5664919,352.6241659,165.0383699,23.76453765,133.7990944,31.5793613,15.18303146,75.35748332,88.73999047,103.5402765,45.5664919,54.42445186,54.42445186,409.7557197,6.351048618,1,31.5793613,1,1,31.5793613,31.5793613,75.35748332,45.5664919,6.351048618,1,310.913489,1,133.7990944,23.76453765,88.73999047,103.5402765,133.7990944,64.59056244,54.42445186,148.7371306,6.351048618,1,15.18303146,15.18303146,88.73999047,133.7990944,133.7990944,1,3
GSM1512697,60.69923737,60.69923737,131.2249762,20.84103908,1,6.240467112,1,1,27.23856053,1,498.4080076,34.29003813,108.992612,148.378694,20.84103908,1,40.18231649,1,1.298617731,40.18231649,6.240467112,1,1,11.16754051,27.23856053,1.298617731,76.10986654,20.84103908,52.98522402,1,52.98522402,1.298617731,60.69923737,27.23856053,46.13083889,99.82102002,1,1,76.10986654,82.3529552,46.13083889,108.992612,82.3529552,34.29003813,60.69923737,1,1,34.29003813,76.10986654,1,60.69923737,34.29003813,34.29003813,20.84103908,34.29003813,131.2249762,20.84103908,108.992612,141.8191134,20.84103908,1,46.13083889,1,20.84103908,148.378694,76.10986654,108.992612,131.2249762,46.13083889,60.69923737,373.3941849,34.29003813,1,166.0145377,1.298617731,60.69923737,6.240467112,76.10986654,52.98522402,119.2173499,1.298617731,69.20090562,148.378694,46.13083889,119.2173499,46.13083889,34.29003813,89.96258341,108.992612,40.18231649,52.98522402,218.0822212,20.84103908,1,27.23856053,52.98522402,89.96258341,34.29003813,76.10986654,1,3
GSM1512698,45.65800763,71.58555767,27.56458532,3.540753098,32.66658723,1,1,36.54170639,1,1,27.56458532,77.45638704,77.45638704,55.84103908,95.18040991,1,1,40.01835081,1,16.12035272,1,1,1,9.346758818,27.56458532,32.66658723,77.45638704,1,40.01835081,22.20662536,40.01835081,16.12035272,45.65800763,66.99880839,66.99880839,88.73999047,1,27.56458532,95.18040991,111.8901335,22.20662536,71.58555767,36.54170639,88.73999047,40.01835081,3.540753098,1,16.12035272,168.5181125,16.12035272,148.7371306,16.12035272,61.48736892,1,51.86582459,127.4082459,1,127.4082459,111.8901335,77.45638704,51.86582459,45.65800763,1,45.65800763,77.45638704,32.66658723,105.8048141,36.54170639,40.01835081,83.18422307,417.4251668,1,9.346758818,111.8901335,1,16.12035272,45.65800763,77.45638704,3.540753098,88.73999047,1,16.12035272,206.9459009,27.56458532,191.2538132,51.86582459,148.7371306,66.99880839,88.73999047,100.8744042,88.73999047,111.8901335,16.12035272,1,1,1,83.18422307,66.99880839,127.4082459,1,3
GSM1512709,1.958293613,20.40252622,1,50.83817922,33.8906101,1,1,1,1,1,67.24475691,73.45638704,1,139.03551,1,1,1.958293613,43.09556721,1.958293613,1,50.83817922,1,1,6.799094376,20.40252622,114.2013823,6.799094376,1.958293613,43.09556721,38.44161106,1,46.8593899,6.799094376,1,1.958293613,107.814347,1.958293613,1.958293613,1,1.958293613,1,198.0960439,153.9840324,1,1,1,1,1.958293613,20.40252622,1,20.40252622,1,33.8906101,24.15181125,158.7001907,103.6947092,1,43.09556721,46.8593899,143.5879409,96.71806482,20.40252622,1,1,76.69709247,96.71806482,55.36344137,81.48355577,67.24475691,1,1.958293613,25.63632031,1,38.44161106,1,1.958293613,84.6599142,148.7371306,134.3796473,50.83817922,1,11.35438513,50.83817922,50.83817922,38.44161106,11.35438513,1,1,20.40252622,96.71806482,14.38179218,229.7044805,11.35438513,11.35438513,73.45638704,1,158.7001907,6.799094376,114.2013823,1,3
GSM1512710,24.84485224,37.58555767,29.99308866,1,19.7886082,1,1,1,1,1,19.7886082,47.60653003,1,174.0750715,37.58555767,1,1,1,1,1,37.58555767,1,1,1,24.84485224,68.23236416,1,29.99308866,29.99308866,60.47044805,1,75.35748332,1,1,1,162.5121544,1,1,1,37.58555767,1,180.9663966,101.2409438,8.670400381,8.670400381,1,1,1,14.03836988,1,1,1,19.7886082,16.44447092,207.8834604,114.936368,14.03836988,1,68.23236416,146.5607722,19.7886082,1,1,29.99308866,127.4082459,146.5607722,37.58555767,108.3977598,71.81625357,1,42.55409914,29.99308866,1,14.03836988,1,8.670400381,108.3977598,162.5121544,154.4206387,37.58555767,1,1,37.58555767,101.2409438,60.47044805,19.7886082,29.99308866,14.03836988,14.03836988,97.62893232,37.58555767,248.0691134,1,1,8.670400381,1,325.1737369,14.03836988,143.5879409,1,3
GSM1512711,91.75881792,60.10653003,35.97163966,63.57983794,6.799094376,1,1,1,6.799094376,17.52740705,48.11749285,52.3443756,1,157.8257865,30.6093899,1,1,1.718064824,1,1,64.82149666,1,1,6.799094376,30.6093899,129.9699714,70.27621544,135.5869876,105.6232126,12.07769304,1,30.6093899,1,35.97163966,1,111.6422784,1,1,35.97163966,52.3443756,1,70.27621544,135.5869876,6.799094376,42.21830315,1.718064824,1,1,20.84103908,6.799094376,6.799094376,1,42.21830315,6.799094376,203.1317922,84.4849857,17.52740705,70.27621544,165.5264538,70.27621544,24.15181125,55.4849857,1,35.97163966,84.4849857,84.4849857,84.4849857,77.8948999,35.97163966,1,122.9501907,12.07769304,1.718064824,42.21830315,1,60.10653003,70.27621544,94.82745472,111.6422784,60.10653003,1,30.6093899,75.03741659,52.3443756,111.6422784,3.676120114,27.12607245,91.75881792,70.27621544,77.8948999,60.10653003,269.7962345,3.676120114,6.799094376,1,1,192.7333174,70.27621544,135.5869876,1,3
GSM1512761,36.4635367,62.2221163,49.09556721,92.50452812,1,1,21.58174452,21.58174452,1,1,5.203288847,76.81720686,21.58174452,146.9935653,1,1,1,1,1,21.58174452,107.2162774,1,1,1,62.2221163,125.3584366,36.4635367,1,5.203288847,172.3138704,1,125.3584366,21.58174452,36.4635367,49.09556721,36.4635367,1,36.4635367,1,62.2221163,5.203288847,125.3584366,76.81720686,21.58174452,21.58174452,21.58174452,1,21.58174452,21.58174452,1,21.58174452,1,49.09556721,210.7171115,210.7171115,21.58174452,49.09556721,21.58174452,49.09556721,238.556959,146.9935653,1,1,49.09556721,238.556959,76.81720686,21.58174452,49.09556721,21.58174452,1,21.58174452,76.81720686,1,49.09556721,21.58174452,49.09556721,1,36.4635367,92.50452812,36.4635367,49.09556721,5.203288847,49.09556721,107.2162774,76.81720686,21.58174452,1,21.58174452,49.09556721,21.58174452,1,107.2162774,1,49.09556721,76.81720686,1,36.4635367,21.58174452,76.81720686,5.203288847,3
GSM1512762,11.61320305,18.957102,32.66658723,1,52.10414681,11.61320305,1,1,1,4.160390848,1,114.4361296,1,133.1908961,4.160390848,1,26.22950429,1,1,1,84.6599142,1,1,1,26.22950429,77.45638704,4.160390848,1,32.66658723,52.10414681,1,74.24237369,18.957102,1,1,145.7808627,1,28.7113918,1,1,1,74.24237369,145.7808627,1,1,1,1,11.61320305,4.160390848,1,32.66658723,4.160390848,4.160390848,84.6599142,333.2125834,18.957102,11.61320305,4.160390848,52.10414681,392.2266444,64.59056244,1,1,1,333.2125834,347.221878,26.22950429,160.6258341,107.4418494,4.160390848,4.160390848,89.36582459,1,18.957102,4.160390848,41.7542898,120.6453765,145.7808627,120.6453765,69.97497617,1,11.61320305,4.160390848,100.0345567,41.7542898,32.66658723,1,4.160390848,32.66658723,18.957102,1,185.5381316,18.957102,100.0345567,1,1,133.1908961,11.61320305,107.4418494,1,3
GSM1512763,73.21234509,52.76382269,62.53884652,7.35772164,43.49285033,1,1,1,1,1,1,115.3965682,1,182.2590562,26.74857007,1,1,43.49285033,1,7.35772164,26.74857007,1,1,1,52.76382269,43.49285033,7.35772164,7.35772164,43.49285033,115.3965682,1,99.21854147,1,7.35772164,26.74857007,43.49285033,7.35772164,7.35772164,7.35772164,1,1,99.21854147,136.1746902,1,7.35772164,7.35772164,1,7.35772164,7.35772164,1,1,1,1,73.21234509,182.2590562,62.53884652,62.53884652,1,99.21854147,251.0748332,90.55171592,1,7.35772164,26.74857007,235.9716397,209.7690658,7.35772164,115.3965682,115.3965682,43.49285033,62.53884652,62.53884652,1,34.64942803,17.76429933,26.74857007,115.3965682,81.92588179,159.6720686,62.53884652,1,17.76429933,26.74857007,81.92588179,90.55171592,43.49285033,1,7.35772164,26.74857007,7.35772164,7.35772164,151.6422784,1,73.21234509,17.76429933,17.76429933,99.21854147,26.74857007,115.3965682,1,3
GSM1512764,48.11749285,30.92945663,54.42445186,82.67326025,24.25095329,1,1,1,1,1,1,71.40824595,1,163.4997617,1,1,17.76429933,1,1,1,93.13179218,1,1,1,48.11749285,30.92945663,1,1,41.7542898,77.22759771,1,110.7690658,11.80004766,1,5.541229743,145.7808627,1,30.92945663,1,1,1,163.4997617,110.7690658,1,1,1,5.541229743,1,1,5.541229743,5.541229743,1,41.7542898,66.77740705,315.8877502,5.541229743,30.92945663,1,77.22759771,327.8791706,98.64656816,1,1,1,349.9230219,361.4892755,17.76429933,121.4520972,98.64656816,1,17.76429933,87.33293613,1,24.25095329,17.76429933,30.92945663,93.13179218,135.5869876,110.7690658,87.33293613,1,1,11.80004766,77.22759771,41.7542898,11.80004766,1,1,24.25095329,1,5.541229743,194.2168732,1,60.95686368,17.76429933,1,135.5869876,1,98.64656816,1,3
GSM1512765,113.7476168,47.11272641,96.88965682,1,36.04980934,1,1,1,1,1,1,69.56744519,5.541229743,113.7476168,5.541229743,1,5.541229743,36.04980934,5.541229743,1,69.56744519,47.11272641,1,1,87.45686368,47.11272641,5.541229743,1,69.56744519,47.11272641,1,96.88965682,1,5.541229743,5.541229743,69.56744519,25.38250715,47.11272641,1,36.04980934,1,96.88965682,165.5264538,1,25.38250715,5.541229743,1,1,25.38250715,36.04980934,47.11272641,14.45448046,25.38250715,69.56744519,124.6689704,1,14.45448046,5.541229743,58.7113918,218.0822212,96.88965682,1,1,1,266.1622974,160.1756435,69.56744519,87.45686368,69.56744519,1,5.541229743,69.56744519,1,69.56744519,1,58.7113918,69.56744519,69.56744519,25.38250715,144.7075786,1,25.38250715,25.38250715,171.7342707,104.8641563,25.38250715,1,47.11272641,69.56744519,69.56744519,25.38250715,144.7075786,1,79.66086749,1,1,58.7113918,47.11272641,58.7113918,1,3
GSM1512766,54.71043851,66.49308866,29.14227836,29.14227836,16.28813155,1,1,1,1,1,8.929694948,54.71043851,1,136.4590086,48.56363203,1,16.28813155,79.25476644,8.929694948,22.59699714,29.14227836,1,1,1,8.929694948,125.1313155,29.14227836,16.28813155,48.56363203,29.14227836,1,16.28813155,79.25476644,1,3.540753098,100.4139657,1,16.28813155,1,79.25476644,1,79.25476644,90.81101049,3.540753098,29.14227836,8.929694948,1,29.14227836,16.28813155,16.28813155,79.25476644,66.49308866,22.59699714,54.71043851,178.4196854,110.3941849,60.22259295,16.28813155,117.2607245,79.25476644,54.71043851,1,8.929694948,16.28813155,66.49308866,117.2607245,110.3941849,100.4139657,42.72378456,36.61987607,149.9225453,54.71043851,36.61987607,36.61987607,1,3.540753098,29.14227836,48.56363203,72.58674929,36.61987607,1,48.56363203,132.3444948,90.81101049,54.71043851,22.59699714,85.86487131,16.28813155,79.25476644,269.7962345,16.28813155,206.0100095,8.929694948,1,1,16.28813155,245.2774071,42.72378456,60.22259295,16.28813155,3
GSM1512767,38.44161106,83.65514776,70.75714967,10.88703527,21.29909438,1,1,1,1,1.298617731,108.0011916,1,10.88703527,120.3877502,1,1,15.39871306,21.29909438,44.54647283,1,64.59056244,1,50.20638704,44.54647283,1,113.3129171,15.39871306,10.88703527,10.88703527,38.44161106,50.20638704,89.96258341,1,57.01739752,1,89.96258341,1.298617731,1,50.20638704,21.29909438,10.88703527,33.01167779,54.62106768,77.34199237,44.54647283,1.298617731,6.164204004,1.298617731,38.44161106,1,1,28.1470448,146.9935653,1,77.34199237,189.7457102,15.39871306,54.62106768,89.96258341,1.298617731,70.75714967,96.15157293,1,1,108.0011916,44.54647283,38.44161106,54.62106768,64.59056244,44.54647283,173.5064347,21.29909438,1,166.0145377,1,50.20638704,28.1470448,50.20638704,101.8303146,33.01167779,1,113.3129171,108.0011916,44.54647283,54.62106768,38.44161106,68.23236416,54.62106768,77.34199237,181.6127264,77.34199237,166.0145377,1,1,28.1470448,6.164204004,120.3877502,38.44161106,138.6792183,1,3
GSM1512768,65.54218303,53.27669209,32.84389895,41.42445186,11.70662536,1,1,1,11.70662536,1,76.81720686,11.70662536,32.84389895,155.6465682,76.81720686,1,53.27669209,11.70662536,32.84389895,32.84389895,32.84389895,1,1,76.81720686,11.70662536,199.8906101,186.9661582,1,76.81720686,1,19.7886082,1,1,1,53.27669209,1,11.70662536,41.42445186,1,155.6465682,23.76453765,117.0545758,1,23.76453765,89.22092469,32.84389895,11.70662536,41.42445186,103.1089133,1,130.32102,76.81720686,41.42445186,103.1089133,103.1089133,89.22092469,53.27669209,89.22092469,53.27669209,65.54218303,122.2011439,1,41.42445186,76.81720686,172.9101525,32.84389895,11.70662536,11.70662536,53.27669209,32.84389895,103.1089133,1,65.54218303,76.81720686,1,76.81720686,1,11.70662536,53.27669209,1,11.70662536,155.6465682,53.27669209,41.42445186,130.32102,53.27669209,65.54218303,65.54218303,76.81720686,130.32102,53.27669209,53.27669209,76.81720686,89.22092469,53.27669209,65.54218303,53.27669209,76.81720686,1,11.70662536,3
GSM1512780,62.92040038,206.9459009,1,8.929694948,1,20.53408008,79.25476644,1,8.929694948,1,79.25476644,1,34.46258341,241.0765014,79.25476644,1,34.46258341,20.53408008,117.0545758,8.929694948,1,1,79.25476644,20.53408008,8.929694948,271.5741182,34.46258341,117.0545758,62.92040038,1,20.53408008,1,1,1,79.25476644,1,1,97.06124881,1,97.06124881,1,62.92040038,62.92040038,1,141.8191134,1,4.160390848,1,62.92040038,20.53408008,162.5121544,117.0545758,1,117.0545758,79.25476644,141.8191134,79.25476644,79.25476644,20.53408008,117.0545758,117.0545758,48.56363203,34.46258341,97.06124881,34.46258341,48.56363203,20.53408008,48.56363203,48.56363203,20.53408008,479.8014776,34.46258341,97.06124881,62.92040038,8.929694948,183.5674452,1,1,206.9459009,1,1,134.0893708,271.5741182,56.81148713,34.46258341,206.9459009,162.5121544,97.06124881,97.06124881,318.2790753,344.241897,228.5402765,141.8191134,20.53408008,1,97.06124881,79.25476644,141.8191134,34.46258341,48.56363203,3
GSM1512781,61.48736892,100.2480934,26.99261201,100.2480934,26.99261201,43.93446139,1,26.99261201,1,1,61.48736892,26.99261201,1,177.7790753,43.93446139,1,9.565538608,1,43.93446139,26.99261201,9.565538608,9.565538608,9.565538608,1,61.48736892,209.7690658,61.48736892,61.48736892,43.93446139,43.93446139,9.565538608,1,80.28789323,43.93446139,26.99261201,26.99261201,9.565538608,61.48736892,80.28789323,43.93446139,61.48736892,80.28789323,80.28789323,26.99261201,100.2480934,9.565538608,1,1,80.28789323,1,26.99261201,122.4606768,9.565538608,26.99261201,122.4606768,100.2480934,61.48736892,26.99261201,80.28789323,61.48736892,1,26.99261201,43.93446139,1,137.578408,61.48736892,9.565538608,61.48736892,165.5264538,26.99261201,80.28789323,1,61.48736892,43.93446139,26.99261201,61.48736892,9.565538608,100.2480934,61.48736892,61.48736892,1,61.48736892,122.4606768,26.99261201,100.2480934,61.48736892,122.4606768,61.48736892,9.565538608,241.0765014,137.578408,100.2480934,43.93446139,26.99261201,1,26.99261201,100.2480934,61.48736892,26.99261201,61.48736892,3
